id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,themes
news_mins_1_pct_dn,Number of minutes that elapsed before price went down 1 percentage point,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.8309,161,522,[]
news_mins_1_pct_up,Number of minutes that elapsed before price went up 1 percentage point,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.1857,230,468,[]
news_mins_20_chg,The minimum of L or S above for 20-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9142,947,2039,[]
news_mins_20_pct_dn,Number of minutes that elapsed before price went down 20 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9678,327,670,[]
news_mins_20_pct_up,Number of minutes that elapsed before price went up 20 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9673,170,333,[]
news_mins_2_chg,The minimum of L or S above for 2-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.5275,105,295,[]
news_mins_2_pct_dn,Number of minutes that elapsed before price went down 2 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.4407,127,296,[]
news_mins_2_pct_up,Number of minutes that elapsed before price went up 2 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.2845,133,457,[]
news_mins_3_chg,The minimum of L or S above for 3-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9174,152,348,[]
news_mins_3_pct_dn,Number of minutes that elapsed before price went down 3 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9174,159,305,[]
news_mins_3_pct_up,Number of minutes that elapsed before price went up 3 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9209,297,626,[]
news_mins_4_chg,The minimum of L or S above for 4-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9209,125,289,[]
news_mins_4_pct_dn,Number of minutes that elapsed before price went down 4 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.971,170,297,[]
news_mins_4_pct_up,Number of minutes that elapsed before price went up 4 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9673,205,437,[]
news_mins_5_chg,The minimum of L or S above for 5-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9671,234,1006,[]
news_mins_5_pct_dn,Number of minutes that elapsed before price went down 5 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.8467,542,950,[]
news_mins_5_pct_up,Number of minutes that elapsed before price went up 5 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.9214,430,962,[]
news_mins_7_5_chg,The minimum of L or S above for 7.5-minute bucket,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.2994,145,467,[]
news_mins_7_5_pct_dn,Number of minutes that elapsed before price went down 7.5 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.8817,429,815,[]
news_mins_7_5_pct_up,Number of minutes that elapsed before price went up 7.5 percentage points,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,MATRIX,1.0,0.0728,225,453,[]
