id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,themes
nws12_afterhsz_peratio,Reported price to earnings ratio for the calendar day of the session,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.55,12,15,[]
nws12_afterhsz_postvwap,Post-session volume weighted average price,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.7063,13,20,[]
nws12_afterhsz_prev_vol,Previous day's session volume,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.6721,28,39,[]
nws12_afterhsz_prevclose,Previous trading day's close price,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.7069,15,23,[]
nws12_afterhsz_prevday,Percent change between the previous day's open and close,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.7069,34,41,[]
nws12_afterhsz_prevwap,Pre session volume weighted average price,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.3806,2,2,[]
nws12_afterhsz_provider,index of name of the news provider,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.707,40,69,[]
nws12_afterhsz_range,Session High Price - Session Low Price) / Session Low Price.,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.6455,27,46,[]
nws12_afterhsz_rangeamt,Session High Price - Session Low Price,"{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.6455,12,13,[]
nws12_afterhsz_rangestddev,"(RangeAmt - AvgRange) / RangeStdDev, where AvgRange is the average of the daily range, and RangeStdDev is one standard deviation for the daily range, both for 30 calendar days","{'id': 'news12', 'name': 'US News Data'}","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",USA,1,TOP3000,VECTOR,,0.6244,29,37,[]
